Gene	Name/Alias	HGNC ID	Location	Metabolic pathway	Reference
GSTP1	glutathione S-transferase pi 1	HGNC:4638	11q13.2	Arachidonic acid metabolism	
GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)	HGNC:4642	22q11.23	Arachidonic acid metabolism	
GSTT2B	glutathione S-transferase theta 2B	HGNC:33437	22q11.23	Arachidonic acid metabolism	
GSTZ1	glutathione S-transferase zeta 1	HGNC:4643	14q24.3	Arachidonic acid metabolism	
HADH	hydroxyacyl-CoA dehydrogenase	HGNC:4799	4q25	Arachidonic acid metabolism	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Arachidonic acid metabolism	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Arachidonic acid metabolism	
HPGDS	hematopoietic prostaglandin D synthase	HGNC:17890	4q22.3	Arachidonic acid metabolism	
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HGNC:4800	Xp11.22	Arachidonic acid metabolism	
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	HGNC:18646	11p11.2	Arachidonic acid metabolism	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	HGNC:5213	5q23.1	Arachidonic acid metabolism	
MGST1	microsomal glutathione S-transferase 1	HGNC:7061	12p12.3	Arachidonic acid metabolism	
MGST2	microsomal glutathione S-transferase 2	HGNC:7063	4q31.1	Arachidonic acid metabolism	
MGST3	microsomal glutathione S-transferase 3	HGNC:7064	1q24.1	Arachidonic acid metabolism	
PPT1	palmitoyl-protein thioesterase 1	HGNC:9325	1p34.2	Arachidonic acid metabolism	
PPT2	palmitoyl-protein thioesterase 2	HGNC:9326	6p21.32	Arachidonic acid metabolism	
PRDX5	peroxiredoxin 5	HGNC:9355	11q13.1	Arachidonic acid metabolism	
PRDX6	peroxiredoxin 6	HGNC:16753	1q25.1	Arachidonic acid metabolism	
PTGES	prostaglandin E synthase	HGNC:9599	9q34.11	Arachidonic acid metabolism	
PTGR1	prostaglandin reductase 1	HGNC:18429	9q31.3	Arachidonic acid metabolism	
PTGS1	prostaglandin-endoperoxide synthase 1	HGNC:9604	9q33.2	Arachidonic acid metabolism	
PTGS2	prostaglandin-endoperoxide synthase 2	HGNC:9605	1q31.1	Arachidonic acid metabolism	
SLC27A1	solute carrier family 27 member 1	HGNC:10995	19p13.11	Arachidonic acid metabolism	
SLC27A2	solute carrier family 27 member 2	HGNC:10996	15q21.2	Arachidonic acid metabolism	
SLC27A3	solute carrier family 27 member 3	HGNC:10997	1q21.3	Arachidonic acid metabolism	
SLC27A4	solute carrier family 27 member 4	HGNC:10998	9q34.11	Arachidonic acid metabolism	
TECRL	trans-2,3-enoyl-CoA reductase like	HGNC:27365	4q13.1	Arachidonic acid metabolism	
ABHD14A-ACY1	ABHD14A-ACY1 readthrough	HGNC:38856	3p21.2	Arginine and proline metabolism	
ACY1	aminoacylase 1	HGNC:177	3p21.2	Arginine and proline metabolism	
AGMAT	agmatinase	HGNC:18407	1p36.21	Arginine and proline metabolism	
ALDH18A1	aldehyde dehydrogenase 18 family member A1	HGNC:9722	10q24.1	Arginine and proline metabolism	
ALDH1B1	aldehyde dehydrogenase 1 family member B1	HGNC:407	9p13.1	Arginine and proline metabolism	
ALDH2	aldehyde dehydrogenase 2 family member	HGNC:404	12q24.12	Arginine and proline metabolism	
ALDH3A2	aldehyde dehydrogenase 3 family member A2	HGNC:403	17p11.2	Arginine and proline metabolism	
ALDH4A1	aldehyde dehydrogenase 4 family member A1	HGNC:406	1p36.13	Arginine and proline metabolism	
ALDH7A1	aldehyde dehydrogenase 7 family member A1	HGNC:877	5q23.2	Arginine and proline metabolism	
ALDH8A1	aldehyde dehydrogenase 8 family member A1	HGNC:15471	6q23.3	Arginine and proline metabolism	
ALDH9A1	aldehyde dehydrogenase 9 family member A1	HGNC:412	1q24.1	Arginine and proline metabolism	
AMD1	adenosylmethionine decarboxylase 1	HGNC:457	6q21	Arginine and proline metabolism	
AOC1	amine oxidase copper containing 1	HGNC:80	7q36.1	Arginine and proline metabolism	
AOC1	amine oxidase copper containing 1	HGNC:80	7q36.1	Arginine and proline metabolism	
AOC2	amine oxidase copper containing 2	HGNC:549	17q21.31	Arginine and proline metabolism	
AOC3	amine oxidase copper containing 3	HGNC:550	17q21.31	Arginine and proline metabolism	
ARG1	arginase 1	HGNC:663	6q23.2	Arginine and proline metabolism	
ARG2	arginase 2	HGNC:664	14q24.1	Arginine and proline metabolism	
AZIN2	antizyme inhibitor 2	HGNC:29957	1p35.1	Arginine and proline metabolism	
CA5A	carbonic anhydrase 5A	HGNC:1377	16q24.2	Arginine and proline metabolism	
CA5B	carbonic anhydrase 5B	HGNC:1378	Xp22.2	Arginine and proline metabolism	
CKB	creatine kinase B	HGNC:1991	14q32.33	Arginine and proline metabolism	
CKM	creatine kinase, M-type	HGNC:1994	19q13.32	Arginine and proline metabolism	
CKMT1A	creatine kinase, mitochondrial 1A	HGNC:31736	15q15.3	Arginine and proline metabolism	
CKMT1B	creatine kinase, mitochondrial 1B	HGNC:1995	15q15.3	Arginine and proline metabolism	
CKMT2	creatine kinase, mitochondrial 2	HGNC:1996	5q14.1	Arginine and proline metabolism	
DAO	D-amino acid oxidase	HGNC:2671	12q24.11	Arginine and proline metabolism	
FAR1	fatty acyl-CoA reductase 1	HGNC:26222	11p15.3	Arginine and proline metabolism	
FAR2	fatty acyl-CoA reductase 2	HGNC:25531	12p11.22	Arginine and proline metabolism	
GAMT	guanidinoacetate N-methyltransferase	HGNC:4136	19p13.3	Arginine and proline metabolism	
GOLT1A	golgi transport 1A	HGNC:24766	1q32.1	Arginine and proline metabolism	
GOLT1B	golgi transport 1B	HGNC:20175	12p12.1	Arginine and proline metabolism	
GOT1	glutamic-oxaloacetic transaminase 1	HGNC:4432	10q24.2	Arginine and proline metabolism	
GOT2	glutamic-oxaloacetic transaminase 2	HGNC:4433	16q21	Arginine and proline metabolism	
HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	HGNC:25155	10q24.2	Arginine and proline metabolism	
LEFTY1	left-right determination factor 1	HGNC:6552	1q42.12	Arginine and proline metabolism	
MAOA	monoamine oxidase A	HGNC:6833	Xp11.3	Arginine and proline metabolism	
MAOB	monoamine oxidase B	HGNC:6834	Xp11.3	Arginine and proline metabolism	
MTAP	methylthioadenosine phosphorylase	HGNC:7413	9p21.3	Arginine and proline metabolism	
NANOS1	nanos C2HC-type zinc finger 1	HGNC:23044	10q26.11	Arginine and proline metabolism	
NANOS2	nanos C2HC-type zinc finger 2	HGNC:23292	19q13.32	Arginine and proline metabolism	
NANOS3	nanos C2HC-type zinc finger 3	HGNC:22048	19p13.12	Arginine and proline metabolism	
NOS1	nitric oxide synthase 1	HGNC:7872	12q24.22	Arginine and proline metabolism	
NOS2	nitric oxide synthase 2	HGNC:7873	17q11.2	Arginine and proline metabolism	
NOS3	nitric oxide synthase 3	HGNC:7876	7q36.1	Arginine and proline metabolism	
OAT	ornithine aminotransferase	HGNC:8091	10q26.13	Arginine and proline metabolism	
ODC1	ornithine decarboxylase 1	HGNC:8109	2p25.1	Arginine and proline metabolism	
OTC	ornithine transcarbamylase	HGNC:8512	Xp11.4	Arginine and proline metabolism	
P4HA1	prolyl 4-hydroxylase subunit alpha 1	HGNC:8546	10q22.1	Arginine and proline metabolism	
P4HA2	prolyl 4-hydroxylase subunit alpha 2	HGNC:8547	5q31.1	Arginine and proline metabolism	
P4HA3	prolyl 4-hydroxylase subunit alpha 3	HGNC:30135	11q13.4	Arginine and proline metabolism	
PAOX	polyamine oxidase	HGNC:20837	10q26.3	Arginine and proline metabolism	
PRODH	proline dehydrogenase 1	HGNC:9453	22q11.21	Arginine and proline metabolism	
PRODH	proline dehydrogenase 1	HGNC:9453	22q11.21	Arginine and proline metabolism	
PRODH2	proline dehydrogenase 2	HGNC:17325	19q13.12	Arginine and proline metabolism	
PYCR1	pyrroline-5-carboxylate reductase 1	HGNC:9721	17q25.3	Arginine and proline metabolism	
PYCR2	pyrroline-5-carboxylate reductase 2	HGNC:30262	1q42.12	Arginine and proline metabolism	
PYCR3	pyrroline-5-carboxylate reductase 3	HGNC:25846	8q24.3	Arginine and proline metabolism	
RAI1	retinoic acid induced 1	HGNC:9834	17p11.2	Arginine and proline metabolism	
SARDH	sarcosine dehydrogenase	HGNC:10536	9q34.2	Arginine and proline metabolism	
SAT1	spermidine/spermine N1-acetyltransferase 1	HGNC:10540	Xp22.11	Arginine and proline metabolism	
SAT2	spermidine/spermine N1-acetyltransferase family member 2	HGNC:23160	17p13.1	Arginine and proline metabolism	
SLC25A21	solute carrier family 25 member 21	HGNC:14411	14q13.3	Arginine and proline metabolism	
SLC38A1	solute carrier family 38 member 1	HGNC:13447	12q13.11	Arginine and proline metabolism	
SLC38A2	solute carrier family 38 member 2	HGNC:13448	12q13.11	Arginine and proline metabolism	
SMOX	spermine oxidase	HGNC:15862	20p13	Arginine and proline metabolism	
SMS	spermine synthase	HGNC:11123	Xp22.11	Arginine and proline metabolism	
SRM	spermidine synthase	HGNC:11296	1p36.22	Arginine and proline metabolism	
SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	HGNC:11298	20q13.33	Arginine and proline metabolism	
TINAGL1	tubulointerstitial nephritis antigen like 1	HGNC:19168	1p35.2	Arginine and proline metabolism	
ALDH1B1	aldehyde dehydrogenase 1 family member B1	HGNC:407	9p13.1	Ascorbate and aldarate metabolism	
ALDH2	aldehyde dehydrogenase 2 family member	HGNC:404	12q24.12	Ascorbate and aldarate metabolism	
ALDH3A2	aldehyde dehydrogenase 3 family member A2	HGNC:403	17p11.2	Ascorbate and aldarate metabolism	
ALDH7A1	aldehyde dehydrogenase 7 family member A1	HGNC:877	5q23.2	Ascorbate and aldarate metabolism	
ALDH9A1	aldehyde dehydrogenase 9 family member A1	HGNC:412	1q24.1	Ascorbate and aldarate metabolism	
CEL	carboxyl ester lipase	HGNC:1848	9q34.13	Ascorbate and aldarate metabolism	
GLRX	glutaredoxin	HGNC:4330	5q15	Ascorbate and aldarate metabolism	
GLRX2	glutaredoxin 2	HGNC:16065	1q31.2	Ascorbate and aldarate metabolism	
LIPA	lipase A, lysosomal acid type	HGNC:6617	10q23.31	Ascorbate and aldarate metabolism	
SCGB1D1	secretoglobin family 1D member 1	HGNC:18395	11q12.3	Ascorbate and aldarate metabolism	
RGN	regucalcin	HGNC:9989	Xp11.3	Ascorbate and aldarate metabolism	
ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21.1	Beta oxidation of branched-chain fatty acids (mitochondrial)	
ACADL	acyl-CoA dehydrogenase long chain	HGNC:88	2q34	Beta oxidation of branched-chain fatty acids (mitochondrial)	
ACADM	acyl-CoA dehydrogenase medium chain	HGNC:89	1p31.1	Beta oxidation of branched-chain fatty acids (mitochondrial)	
AMACR	alpha-methylacyl-CoA racemase	HGNC:451	5p13.2	Beta oxidation of branched-chain fatty acids (mitochondrial)	
ECHS1	enoyl-CoA hydratase, short chain 1	HGNC:3151	10q26.3	Beta oxidation of branched-chain fatty acids (mitochondrial)	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Beta oxidation of branched-chain fatty acids (mitochondrial)	
HADH	hydroxyacyl-CoA dehydrogenase	HGNC:4799	4q25	Beta oxidation of branched-chain fatty acids (mitochondrial)	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Beta oxidation of branched-chain fatty acids (mitochondrial)	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Beta oxidation of branched-chain fatty acids (mitochondrial)	
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HGNC:4800	Xp11.22	Beta oxidation of branched-chain fatty acids (mitochondrial)	
ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21.1	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ACAD9	acyl-CoA dehydrogenase family member 9	HGNC:21497	3q21.3	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ACADL	acyl-CoA dehydrogenase long chain	HGNC:88	2q34	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ACADM	acyl-CoA dehydrogenase medium chain	HGNC:89	1p31.1	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ACADVL	acyl-CoA dehydrogenase very long chain	HGNC:92	17p13.1	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
DECR1	2,4-dienoyl-CoA reductase 1	HGNC:2753	8q21.3	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
DECR2	2,4-dienoyl-CoA reductase 2	HGNC:2754	16p13.3	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ECH1	enoyl-CoA hydratase 1	HGNC:3149	19q13.2	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ECHS1	enoyl-CoA hydratase, short chain 1	HGNC:3151	10q26.3	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p25.2	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
HADH	hydroxyacyl-CoA dehydrogenase	HGNC:4799	4q25	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HGNC:4800	Xp11.22	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	
ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
ACOX1	acyl-CoA oxidase 1	HGNC:119	17q25.1	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
ACOX3	acyl-CoA oxidase 3, pristanoyl	HGNC:121	4p16.1	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
DECR1	2,4-dienoyl-CoA reductase 1	HGNC:2753	8q21.3	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
DECR2	2,4-dienoyl-CoA reductase 2	HGNC:2754	16p13.3	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p25.2	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	HGNC:5213	5q23.1	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
MYO5B	myosin VB	HGNC:7603	18q	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	
ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2	Beta oxidation of even-chain fatty acids (mitochondrial)	
ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21.1	Beta oxidation of even-chain fatty acids (mitochondrial)	
ACAD9	acyl-CoA dehydrogenase family member 9	HGNC:21497	3q21.3	Beta oxidation of even-chain fatty acids (mitochondrial)	
ACADL	acyl-CoA dehydrogenase long chain	HGNC:88	2q34	Beta oxidation of even-chain fatty acids (mitochondrial)	
ACADM	acyl-CoA dehydrogenase medium chain	HGNC:89	1p31.1	Beta oxidation of even-chain fatty acids (mitochondrial)	
ACADSB	acyl-CoA dehydrogenase short/branched chain	HGNC:91	10q26.13	Beta oxidation of even-chain fatty acids (mitochondrial)	
ACADVL	acyl-CoA dehydrogenase very long chain	HGNC:92	17p13.1	Beta oxidation of even-chain fatty acids (mitochondrial)	
ECHS1	enoyl-CoA hydratase, short chain 1	HGNC:3151	10q26.3	Beta oxidation of even-chain fatty acids (mitochondrial)	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Beta oxidation of even-chain fatty acids (mitochondrial)	
HADH	hydroxyacyl-CoA dehydrogenase	HGNC:4799	4q25	Beta oxidation of even-chain fatty acids (mitochondrial)	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Beta oxidation of even-chain fatty acids (mitochondrial)	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Beta oxidation of even-chain fatty acids (mitochondrial)	
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HGNC:4800	Xp11.22	Beta oxidation of even-chain fatty acids (mitochondrial)	
ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2	Beta oxidation of even-chain fatty acids (peroxisomal)	
ACOX1	acyl-CoA oxidase 1	HGNC:119	17q25.1	Beta oxidation of even-chain fatty acids (peroxisomal)	
ACOX3	acyl-CoA oxidase 3, pristanoyl	HGNC:121	4p16.1	Beta oxidation of even-chain fatty acids (peroxisomal)	
ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3	Beta oxidation of even-chain fatty acids (peroxisomal)	
ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p25.2	Beta oxidation of even-chain fatty acids (peroxisomal)	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Beta oxidation of even-chain fatty acids (peroxisomal)	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Beta oxidation of even-chain fatty acids (peroxisomal)	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	HGNC:5213	5q23.1	Beta oxidation of even-chain fatty acids (peroxisomal)	
MYO5B	myosin VB	HGNC:7603	18q	Beta oxidation of even-chain fatty acids (peroxisomal)	
ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21.1	Beta oxidation of odd-chain fatty acids (mitochondrial)	
ACAD9	acyl-CoA dehydrogenase family member 9	HGNC:21497	3q21.3	Beta oxidation of odd-chain fatty acids (mitochondrial)	
ACADL	acyl-CoA dehydrogenase long chain	HGNC:88	2q34	Beta oxidation of odd-chain fatty acids (mitochondrial)	
ACADM	acyl-CoA dehydrogenase medium chain	HGNC:89	1p31.1	Beta oxidation of odd-chain fatty acids (mitochondrial)	
ACADSB	acyl-CoA dehydrogenase short/branched chain	HGNC:91	10q26.13	Beta oxidation of odd-chain fatty acids (mitochondrial)	
ACADVL	acyl-CoA dehydrogenase very long chain	HGNC:92	17p13.1	Beta oxidation of odd-chain fatty acids (mitochondrial)	
ECHS1	enoyl-CoA hydratase, short chain 1	HGNC:3151	10q26.3	Beta oxidation of odd-chain fatty acids (mitochondrial)	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Beta oxidation of odd-chain fatty acids (mitochondrial)	
HADH	hydroxyacyl-CoA dehydrogenase	HGNC:4799	4q25	Beta oxidation of odd-chain fatty acids (mitochondrial)	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Beta oxidation of odd-chain fatty acids (mitochondrial)	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Beta oxidation of odd-chain fatty acids (mitochondrial)	
HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	HGNC:4800	Xp11.22	Beta oxidation of odd-chain fatty acids (mitochondrial)	
ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2	Beta oxidation of phytanic acid (peroxisomal)	
ACOT2	acyl-CoA thioesterase 2	HGNC:18431	14q24.3	Beta oxidation of phytanic acid (peroxisomal)	
ACOT4	acyl-CoA thioesterase 4	HGNC:19748	14q24.3	Beta oxidation of phytanic acid (peroxisomal)	
ACOX1	acyl-CoA oxidase 1	HGNC:119	17q25.1	Beta oxidation of phytanic acid (peroxisomal)	
ACOX3	acyl-CoA oxidase 3, pristanoyl	HGNC:121	4p16.1	Beta oxidation of phytanic acid (peroxisomal)	
ACSBG1	acyl-CoA synthetase bubblegum family member 1	HGNC:29567	15q25.1	Beta oxidation of phytanic acid (peroxisomal)	
ACSBG2	acyl-CoA synthetase bubblegum family member 2	HGNC:24174	19p13.3	Beta oxidation of phytanic acid (peroxisomal)	
ACSL1	acyl-CoA synthetase long chain family member 1	HGNC:3569	4q35.1	Beta oxidation of phytanic acid (peroxisomal)	
ACSL3	acyl-CoA synthetase long chain family member 3	HGNC:3570	2q36.1	Beta oxidation of phytanic acid (peroxisomal)	
ACSL4	acyl-CoA synthetase long chain family member 4	HGNC:3571	Xq23	Beta oxidation of phytanic acid (peroxisomal)	
ACSL5	acyl-CoA synthetase long chain family member 5	HGNC:16526	10q25.2	Beta oxidation of phytanic acid (peroxisomal)	
ACSL6	acyl-CoA synthetase long chain family member 6	HGNC:16496	5q31.1	Beta oxidation of phytanic acid (peroxisomal)	
AMACR	alpha-methylacyl-CoA racemase	HGNC:451	5p13.2	Beta oxidation of phytanic acid (peroxisomal)	
ECI1	enoyl-CoA delta isomerase 1	HGNC:2703	16p13.3	Beta oxidation of phytanic acid (peroxisomal)	
ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p25.2	Beta oxidation of phytanic acid (peroxisomal)	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Beta oxidation of phytanic acid (peroxisomal)	
HACL1	2-hydroxyacyl-CoA lyase 1	HGNC:17856	3p25.1	Beta oxidation of phytanic acid (peroxisomal)	
HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HGNC:4801	2p23.3	Beta oxidation of phytanic acid (peroxisomal)	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	HGNC:5213	5q23.1	Beta oxidation of phytanic acid (peroxisomal)	
KRTAP11-1	keratin associated protein 11-1	HGNC:18922	21q22.1	Beta oxidation of phytanic acid (peroxisomal)	
